,YEAR,C_S,WA,BA,IA,AA,NA,TOM,NH,H
34506,2018,"Hardin County,Tennessee",24128,852,150,140,9,380,25043,616
34507,2019,"Hardin County,Tennessee",24071,860,151,148,9,388,24997,630
34519,2017,"Hawkins County,Tennessee",54636,844,192,285,27,687,55770,901
34520,2018,"Hawkins County,Tennessee",54719,848,188,300,42,677,55870,904
34521,2019,"Hawkins County,Tennessee",54770,839,203,305,53,685,55928,927
34533,2017,"Haywood County,Tennessee",8308,8949,72,48,8,221,16828,778
34534,2018,"Haywood County,Tennessee",8080,8846,76,46,14,219,16540,741
34535,2019,"Haywood County,Tennessee",8088,8778,74,51,14,239,16509,735
34547,2017,"Henderson County,Tennessee",24958,2169,91,101,5,544,27209,659
34548,2018,"Henderson County,Tennessee",24951,2208,96,90,5,574,27232,692
34549,2019,"Henderson County,Tennessee",25078,2182,104,103,5,578,27336,714
34561,2017,"Henry County,Tennessee",28940,2509,138,150,17,633,31586,801
34562,2018,"Henry County,Tennessee",28889,2463,127,158,15,637,31442,847
34563,2019,"Henry County,Tennessee",28855,2467,131,178,15,663,31425,884
34575,2017,"Hickman County,Tennessee",23003,1242,154,92,8,372,24239,632
34576,2018,"Hickman County,Tennessee",23118,1244,161,94,8,392,24380,637
34577,2019,"Hickman County,Tennessee",23217,1255,169,97,8,409,24484,671
34589,2017,"Houston County,Tennessee",7683,241,31,42,6,157,7967,193
34590,2018,"Houston County,Tennessee",7737,251,34,42,6,165,8029,206
34591,2019,"Houston County,Tennessee",7703,249,31,43,6,174,7993,213
34603,2017,"Humphreys County,Tennessee",17513,502,120,97,8,279,18065,454
34604,2018,"Humphreys County,Tennessee",17501,502,123,118,9,306,18077,482
34605,2019,"Humphreys County,Tennessee",17538,504,113,123,8,310,18120,476
34617,2017,"Jackson County,Tennessee",11386,59,79,17,4,164,11459,250
34618,2018,"Jackson County,Tennessee",11451,73,80,18,4,176,11548,254
34619,2019,"Jackson County,Tennessee",11490,77,83,17,4,167,11580,258
34631,2017,"Jefferson County,Tennessee",51309,1154,238,327,27,705,51852,1908
34632,2018,"Jefferson County,Tennessee",51532,1132,259,334,31,701,51997,1992
34633,2019,"Jefferson County,Tennessee",51980,1135,284,348,42,774,52489,2074
34645,2017,"Johnson County,Tennessee",16912,407,52,41,10,189,17243,368
34646,2018,"Johnson County,Tennessee",17028,410,65,45,8,203,17381,378
34647,2019,"Johnson County,Tennessee",17037,395,75,47,8,211,17395,378
34659,2017,"Knox County,Tennessee",397525,41294,1561,10813,555,10229,442265,19712
34660,2018,"Knox County,Tennessee",401167,41608,1609,11339,570,10494,446121,20666
34661,2019,"Knox County,Tennessee",403709,41876,1639,11431,589,10893,448686,21451
34673,2017,"Lake County,Tennessee",5110,2137,35,15,2,151,7278,172
34674,2018,"Lake County,Tennessee",5075,2109,39,17,2,145,7208,179
34675,2019,"Lake County,Tennessee",4852,1957,37,18,2,144,6828,182
34687,2017,"Lauderdale County,Tennessee",16350,8988,208,151,3,388,25416,672
34688,2018,"Lauderdale County,Tennessee",16129,9086,202,155,3,405,25308,672
34689,2019,"Lauderdale County,Tennessee",15831,8993,206,145,3,430,24921,687
34701,2017,"Lawrence County,Tennessee",41507,767,196,200,36,700,42422,984
34702,2018,"Lawrence County,Tennessee",41844,810,200,214,39,707,42793,1021
34703,2019,"Lawrence County,Tennessee",42149,788,208,216,46,756,43079,1084
34715,2017,"Lewis County,Tennessee",11481,244,62,72,6,163,11759,269
34716,2018,"Lewis County,Tennessee",11540,238,76,79,6,166,11816,289
34717,2019,"Lewis County,Tennessee",11653,252,86,79,12,185,11958,309
34729,2017,"Lincoln County,Tennessee",30425,2344,275,192,50,655,32742,1199
34730,2018,"Lincoln County,Tennessee",30637,2400,276,201,49,694,33017,1240
34731,2019,"Lincoln County,Tennessee",30730,2404,286,219,60,737,33136,1300
34743,2017,"Loudon County,Tennessee",49967,759,317,448,119,709,47685,4634
34744,2018,"Loudon County,Tennessee",50705,820,317,482,115,713,48336,4816
34745,2019,"Loudon County,Tennessee",51507,853,324,512,121,722,49006,5033
34757,2017,"McMinn County,Tennessee",48997,2075,275,418,21,1132,50767,2151
34758,2018,"McMinn County,Tennessee",49427,2038,305,395,18,1146,51094,2235
34759,2019,"McMinn County,Tennessee",49763,2137,302,388,20,1200,51415,2395
34771,2017,"McNairy County,Tennessee",23842,1544,100,98,6,440,25476,554
34772,2018,"McNairy County,Tennessee",23609,1563,112,104,6,443,25262,575
34773,2019,"McNairy County,Tennessee",23440,1565,110,108,3,436,25069,593
34785,2017,"Macon County,Tennessee",22982,256,172,199,9,313,22665,1266
34786,2018,"Macon County,Tennessee",23260,276,182,228,10,338,23023,1271
34787,2019,"Macon County,Tennessee",23549,288,185,236,12,354,23371,1253
34799,2017,"Madison County,Tennessee",57546,36829,356,1103,45,1664,93782,3761
34800,2018,"Madison County,Tennessee",57518,36908,396,1091,42,1751,93797,3909
34801,2019,"Madison County,Tennessee",57677,37014,414,1120,42,1779,94023,4023
34813,2017,"Marion County,Tennessee",26492,1112,130,185,7,499,27927,498
34814,2018,"Marion County,Tennessee",26639,1154,134,184,7,475,28087,506
34815,2019,"Marion County,Tennessee",26893,1150,148,196,10,481,28316,562
34827,2017,"Marshall County,Tennessee",29834,2216,147,216,30,634,31287,1790
34828,2018,"Marshall County,Tennessee",30551,2253,157,224,31,649,31992,1873
34829,2019,"Marshall County,Tennessee",31179,2235,168,225,33,667,32541,1966
34841,2017,"Maury County,Tennessee",77987,10986,449,838,54,2079,86955,5438
34842,2018,"Maury County,Tennessee",79752,11174,472,905,54,2220,88742,5835
34843,2019,"Maury County,Tennessee",81353,11557,503,938,62,2382,90675,6120
34855,2017,"Meigs County,Tennessee",11557,170,112,44,4,167,11814,240
34856,2018,"Meigs County,Tennessee",11741,187,110,41,4,184,11985,282
34857,2019,"Meigs County,Tennessee",11801,195,123,40,6,193,12074,284
34869,2017,"Monroe County,Tennessee",43679,1022,286,221,26,798,44081,1951
34870,2018,"Monroe County,Tennessee",43886,1019,303,236,29,830,44278,2025
34871,2019,"Monroe County,Tennessee",44216,1020,320,234,29,831,44556,2094
34883,2017,"Montgomery County,Tennessee",142978,40961,1475,4680,856,9278,180046,20182
34884,2018,"Montgomery County,Tennessee",145877,43030,1542,4807,863,9730,184714,21135
34885,2019,"Montgomery County,Tennessee",147440,44944,1513,4842,894,10174,188004,21803
34897,2017,"Moore County,Tennessee",6036,156,21,86,1,87,6257,130
34898,2018,"Moore County,Tennessee",6053,166,22,101,1,88,6299,132
34899,2019,"Moore County,Tennessee",6069,157,21,107,1,84,6323,116
34911,2017,"Morgan County,Tennessee",20329,786,97,60,11,291,21299,275
34912,2018,"Morgan County,Tennessee",20294,776,108,68,14,281,21247,294
34913,2019,"Morgan County,Tennessee",20109,790,110,57,15,304,21072,313
34925,2017,"Obion County,Tennessee",26351,3251,99,135,29,544,29060,1349
34926,2018,"Obion County,Tennessee",26253,3286,100,148,32,534,28952,1401
34927,2019,"Obion County,Tennessee",26136,3258,113,141,36,565,28780,1469
34939,2017,"Overton County,Tennessee",21444,124,87,73,2,265,21673,322
34940,2018,"Overton County,Tennessee",21486,141,97,74,2,271,21707,364
34941,2019,"Overton County,Tennessee",21654,148,99,80,2,288,21900,371
34953,2017,"Perry County,Tennessee",7476,191,64,61,1,170,7757,206
34954,2018,"Perry County,Tennessee",7547,203,67,70,1,177,7840,225
34955,2019,"Perry County,Tennessee",7573,199,64,74,2,172,7866,218
34967,2017,"Pickett County,Tennessee",4983,9,23,2,4,48,4969,100
34968,2018,"Pickett County,Tennessee",4966,12,17,5,4,46,4951,99
34969,2019,"Pickett County,Tennessee",4973,17,17,6,5,50,4950,118
34981,2017,"Polk County,Tennessee",16204,125,94,49,12,285,16404,365
34982,2018,"Polk County,Tennessee",16284,128,100,65,12,291,16501,379
34983,2019,"Polk County,Tennessee",16157,124,108,62,14,299,16380,384
34995,2017,"Putnam County,Tennessee",72238,1813,573,1141,119,1362,72447,4799
34996,2018,"Putnam County,Tennessee",73476,1875,589,1168,119,1369,73613,4983
34997,2019,"Putnam County,Tennessee",74606,1927,622,1194,118,1490,74740,5217
35009,2017,"Rhea County,Tennessee",30999,774,173,182,18,563,31069,1640
35010,2018,"Rhea County,Tennessee",31174,738,191,201,23,606,31253,1680
35011,2019,"Rhea County,Tennessee",31410,725,203,224,20,624,31462,1744
35023,2017,"Roane County,Tennessee",50069,1454,232,338,31,915,52029,1010
35024,2018,"Roane County,Tennessee",50303,1451,232,355,33,939,52276,1037
35025,2019,"Roane County,Tennessee",50421,1487,238,346,30,954,52400,1076
35037,2017,"Robertson County,Tennessee",62850,5376,417,493,76,1130,65508,4834
35038,2018,"Robertson County,Tennessee",63422,5524,433,508,88,1184,66136,5023
35039,2019,"Robertson County,Tennessee",63767,5625,428,541,90,1242,66433,5260
35051,2017,"Rutherford County,Tennessee",246233,48694,1709,11308,367,8466,291603,25174
35052,2018,"Rutherford County,Tennessee",250414,51528,1758,11836,370,8903,297808,27001
35053,2019,"Rutherford County,Tennessee",254070,54139,1806,12310,391,9409,303369,28756
35065,2017,"Scott County,Tennessee",21564,49,70,55,4,229,21764,207
35066,2018,"Scott County,Tennessee",21613,57,77,61,2,226,21811,225
35067,2019,"Scott County,Tennessee",21655,70,82,63,4,228,21865,237
35079,2017,"Sequatchie County,Tennessee",14267,100,95,68,11,225,14240,526
35080,2018,"Sequatchie County,Tennessee",14398,106,94,68,11,242,14396,523
35081,2019,"Sequatchie County,Tennessee",14526,113,95,70,12,255,14519,552
35093,2017,"Sevier County,Tennessee",92975,1258,594,1232,46,1439,91641,5903
35094,2018,"Sevier County,Tennessee",93481,1297,603,1298,52,1500,91970,6261
35095,2019,"Sevier County,Tennessee",93520,1381,642,1260,56,1543,91873,6529
35107,2017,"Shelby County,Tennessee",385731,506684,3263,25301,832,14201,877187,58825
35108,2018,"Shelby County,Tennessee",384302,508109,3386,26088,781,14573,876730,60509
35109,2019,"Shelby County,Tennessee",382519,508860,3360,26477,770,15084,875478,61592
35121,2017,"Smith County,Tennessee",18798,444,98,80,4,319,19216,527
35122,2018,"Smith County,Tennessee",18950,461,97,90,4,344,19376,570
35123,2019,"Smith County,Tennessee",19139,449,96,95,3,333,19503,612
35135,2017,"Stewart County,Tennessee",12654,246,101,138,7,278,13027,397
35136,2018,"Stewart County,Tennessee",12803,250,106,148,7,280,13161,433
35137,2019,"Stewart County,Tennessee",12898,255,105,151,8,282,13221,478
35149,2017,"Sullivan County,Tennessee",149483,3561,575,1193,63,2279,154151,3003
35150,2018,"Sullivan County,Tennessee",149824,3621,596,1235,61,2448,154663,3122
35151,2019,"Sullivan County,Tennessee",150300,3707,604,1269,78,2511,155197,3272
35163,2017,"Sumner County,Tennessee",162849,14113,705,2709,197,3443,175016,9000
35164,2018,"Sumner County,Tennessee",165454,14900,740,2966,189,3605,178252,9602
35165,2019,"Sumner County,Tennessee",167791,15822,739,3034,199,3912,181237,10260
35177,2017,"Tipton County,Tennessee",47845,11432,291,451,86,1230,59628,1707
35178,2018,"Tipton County,Tennessee",48037,11442,296,469,87,1270,59863,1738
35179,2019,"Tipton County,Tennessee",48056,11428,305,476,83,1367,59947,1768
35191,2017,"Trousdale County,Tennessee",9313,1222,68,40,1,189,10565,268
35192,2018,"Trousdale County,Tennessee",9452,1263,67,44,1,203,10755,275
35193,2019,"Trousdale County,Tennessee",9653,1279,72,50,1,222,10991,286
35205,2017,"Unicoi County,Tennessee",17386,95,93,49,9,201,16934,899
35206,2018,"Unicoi County,Tennessee",17375,96,108,52,11,225,16901,966
35207,2019,"Unicoi County,Tennessee",17423,94,107,55,9,226,16886,1028
35219,2017,"Union County,Tennessee",18941,64,90,42,16,241,19072,322
35220,2018,"Union County,Tennessee",19132,102,98,48,18,253,19314,337
35221,2019,"Union County,Tennessee",19405,107,99,41,18,266,19566,370
35233,2017,"Van Buren County,Tennessee",5595,43,22,12,1,74,5658,89
35234,2018,"Van Buren County,Tennessee",5607,43,21,14,3,89,5685,92
35235,2019,"Van Buren County,Tennessee",5692,53,24,13,3,89,5758,116
35247,2017,"Warren County,Tennessee",37942,1521,201,327,41,666,37006,3692
35248,2018,"Warren County,Tennessee",38022,1539,205,350,43,700,37127,3732
35249,2019,"Warren County,Tennessee",38317,1583,227,355,40,747,37399,3870
35261,2017,"Washington County,Tennessee",117074,5641,563,2053,71,2467,123454,4415
35262,2018,"Washington County,Tennessee",117799,5817,567,2185,71,2586,124397,4628
35263,2019,"Washington County,Tennessee",118335,5767,590,2212,77,2689,124807,4863
35275,2017,"Wayne County,Tennessee",15252,1106,64,49,5,161,16280,357
35276,2018,"Wayne County,Tennessee",15235,1104,70,52,5,167,16277,356
35277,2019,"Wayne County,Tennessee",15215,1123,74,43,6,183,16281,363
35289,2017,"Weakley County,Tennessee",29702,2536,146,397,16,526,32453,870
35290,2018,"Weakley County,Tennessee",29718,2521,152,416,17,544,32454,914
35291,2019,"Weakley County,Tennessee",29555,2548,155,409,18,584,32264,1005
35303,2017,"White County,Tennessee",25628,480,132,103,24,413,26127,653
35304,2018,"White County,Tennessee",25889,489,138,112,25,446,26360,739
35305,2019,"White County,Tennessee",26166,502,135,118,27,430,26613,765
35317,2017,"Williamson County,Tennessee",201533,9988,588,10331,125,3808,215609,10764
35318,2018,"Williamson County,Tennessee",206020,10348,612,11329,136,4072,221248,11269
35319,2019,"Williamson County,Tennessee",210733,10579,604,12153,139,4348,226730,11826
35331,2017,"Wilson County,Tennessee",121548,9605,685,2264,124,2598,131096,5728
35332,2018,"Wilson County,Tennessee",124722,10203,714,2429,131,2710,134571,6338
35333,2019,"Wilson County,Tennessee",127281,10795,734,2657,142,2898,137755,6752
35345,2017,"Anderson County,Texas",43500,12770,393,525,82,962,47940,10292
35346,2018,"Anderson County,Texas",43358,12748,410,540,94,988,47719,10419
35347,2019,"Anderson County,Texas",43046,12673,433,548,97,1019,47370,10446
35359,2017,"Andrews County,Texas",16587,348,255,136,4,269,7711,9888
35360,2018,"Andrews County,Texas",17017,344,277,150,4,271,7796,10267
35361,2019,"Andrews County,Texas",17759,376,276,138,4,268,8087,10734
35373,2017,"Angelina County,Texas",71098,13559,638,1045,57,1126,68249,19274
35374,2018,"Angelina County,Texas",70523,13519,652,933,59,1168,67528,19326
35375,2019,"Angelina County,Texas",70232,13645,671,940,62,1211,67198,19563
35387,2017,"Aransas County,Texas",23692,460,307,487,21,454,18377,7044
35388,2018,"Aransas County,Texas",21710,395,280,460,22,416,16813,6470
35389,2019,"Aransas County,Texas",21732,403,299,481,25,424,16741,6623
35401,2017,"Archer County,Texas",8389,91,123,45,3,137,8034,754
35402,2018,"Archer County,Texas",8358,101,128,49,3,139,8066,712
35403,2019,"Archer County,Texas",8273,94,127,47,6,145,8005,687
35415,2017,"Armstrong County,Texas",1798,22,27,2,0,17,1724,142
35416,2018,"Armstrong County,Texas",1789,22,27,4,0,17,1706,153
35417,2019,"Armstrong County,Texas",1780,24,24,8,0,17,1683,170
35429,2017,"Atascosa County,Texas",46955,583,610,313,62,571,17421,31673
35430,2018,"Atascosa County,Texas",48077,645,669,312,67,555,17670,32655
35431,2019,"Atascosa County,Texas",48700,701,704,323,74,638,17950,33190
35443,2017,"Austin County,Texas",25997,2830,244,232,12,414,21765,7964
35444,2018,"Austin County,Texas",26236,2791,249,248,12,464,21846,8154
35445,2019,"Austin County,Texas",26280,2802,253,255,12,505,21790,8317
35457,2017,"Bailey County,Texas",6464,142,226,63,9,83,2528,4459
35458,2018,"Bailey County,Texas",6367,152,232,63,9,78,2518,4383
35459,2019,"Bailey County,Texas",6303,148,242,68,9,89,2489,4370
35471,2017,"Bandera County,Texas",21331,226,279,123,11,342,18102,4210
35472,2018,"Bandera County,Texas",21778,247,295,128,11,357,18409,4407
35473,2019,"Bandera County,Texas",22097,262,305,132,11,374,18622,4559
35485,2017,"Bastrop County,Texas",73865,6435,1627,783,122,1792,52748,31876
35486,2018,"Bastrop County,Texas",75745,6406,1713,799,121,1806,53103,33487
35487,2019,"Bastrop County,Texas",77572,6506,1806,821,131,1901,53377,35360
35499,2017,"Baylor County,Texas",3336,106,27,13,3,69,3075,479
35500,2018,"Baylor County,Texas",3341,104,31,15,3,71,3069,496
35501,2019,"Baylor County,Texas",3280,112,31,16,3,83,3025,500
35513,2017,"Bee County,Texas",28775,2924,272,210,36,381,13368,19230
35514,2018,"Bee County,Texas",28687,2877,296,216,33,385,13213,19281
35515,2019,"Bee County,Texas",28764,2887,315,213,31,408,13226,19392
35527,2017,"Bell County,Texas",229694,83949,3762,11321,2980,15977,260943,86740
35528,2018,"Bell County,Texas",234026,86690,3867,11548,2985,16606,265083,90639
35529,2019,"Bell County,Texas",238296,89313,4027,11671,3049,17337,270220,93473
35541,2017,"Bexar County,Texas",1651852,167239,24241,62520,4410,46132,777443,1178951
35542,2018,"Bexar County,Texas",1669020,171094,24514,64276,4601,47556,782105,1198956
35543,2019,"Bexar County,Texas",1683464,174158,24942,66235,4694,48952,786362,1216083
35555,2017,"Blanco County,Texas",10868,175,149,96,11,174,9235,2238
35556,2018,"Blanco County,Texas",11036,183,153,107,11,171,9366,2295
35557,2019,"Blanco County,Texas",11323,187,155,104,10,192,9587,2384
35569,2017,"Borden County,Texas",636,10,5,1,0,17,541,128
35570,2018,"Borden County,Texas",619,6,5,1,0,19,531,119
35571,2019,"Borden County,Texas",623,6,5,1,0,21,541,115
35583,2017,"Bosque County,Texas",17381,382,154,119,14,259,14899,3410
35584,2018,"Bosque County,Texas",17644,397,155,114,14,274,15053,3545
35585,2019,"Bosque County,Texas",17604,405,164,128,15,278,15066,3528
35597,2017,"Bowie County,Texas",65692,23535,970,1137,87,2204,86499,7126
35598,2018,"Bowie County,Texas",65534,23868,1011,1141,88,2280,86679,7243
35599,2019,"Bowie County,Texas",65022,23886,1024,1164,83,2326,86171,7334
35611,2017,"Brazoria County,Texas",274817,51748,3120,25018,329,7229,251611,110650
35612,2018,"Brazoria County,Texas",277961,54371,3202,26073,343,7520,254677,114793
35613,2019,"Brazoria County,Texas",279680,56902,3273,26732,352,7760,256736,117963
35625,2017,"Brazos County,Texas",178634,24778,1501,14337,238,4497,166841,57144
