,fip-year,WA,BA,IA,AA,NA,TOM,NH,H
7547,29059-2019,16331,72,160,67,14,340,16606,378
7548,29059-2020,16408,67,171,76,18,359,16708,391
7549,29059-2021,16616,81,168,74,21,381,16926,415
7552,29061-2019,8050,55,39,15,7,107,8149,124
7553,29061-2020,8181,69,44,15,3,115,8285,142
7554,29061-2021,8146,60,46,16,3,128,8250,149
7557,29063-2019,9798,736,67,53,9,139,10507,295
7558,29063-2020,9939,807,72,53,8,135,10718,296
7559,29063-2021,9978,829,80,54,12,145,10778,320
7562,29065-2019,14871,100,171,122,9,275,15266,282
7563,29065-2020,13778,87,158,119,9,267,14139,279
7564,29065-2021,13776,89,165,111,9,282,14122,310
7567,29067-2019,12726,64,116,45,1,296,13013,235
7568,29067-2020,11046,75,122,52,3,294,11392,200
7569,29067-2021,11151,90,141,54,1,295,11527,205
7572,29069-2019,25047,3132,147,255,8,584,27160,2013
7573,29069-2020,24110,3048,147,251,11,611,26149,2029
7574,29069-2021,23600,3067,142,267,11,630,25709,2008
7577,29071-2019,100241,1000,445,569,67,1538,101937,1923
7578,29071-2020,101010,1028,475,584,76,1596,102795,1974
7579,29071-2021,101368,1052,493,590,77,1651,103101,2130
7582,29073-2019,14258,82,56,62,5,208,14430,241
7583,29073-2020,14310,94,61,58,4,218,14487,258
7584,29073-2021,14325,101,63,60,3,239,14508,283
7587,29075-2019,6371,42,29,30,1,91,6442,122
7588,29075-2020,5908,48,26,31,1,101,6000,115
7589,29075-2021,5944,55,29,34,2,109,6044,129
7592,29077-2019,265106,10046,2259,6748,376,8964,281935,11564
7593,29077-2020,269899,10309,2310,6881,405,9256,286878,12182
7594,29077-2021,271037,10581,2352,6948,413,9534,288122,12743
7597,29079-2019,9389,98,42,111,4,136,9550,230
7598,29079-2020,9321,96,45,113,4,150,9491,238
7599,29079-2021,9294,99,48,118,4,157,9469,251
7602,29081-2019,8084,48,53,33,10,118,8121,225
7603,29081-2020,7890,51,43,37,11,123,7930,225
7604,29081-2021,7883,50,44,39,12,136,7927,237
7607,29083-2019,21006,259,170,90,20,426,21402,569
7608,29083-2020,20936,283,180,88,19,443,21356,593
7609,29083-2021,21106,289,204,97,16,494,21542,664
7612,29085-2019,9121,64,101,27,10,173,9313,183
7613,29085-2020,7957,62,90,23,10,161,8125,178
7614,29085-2021,8237,63,95,27,10,175,8420,187
7617,29087-2019,4240,22,52,16,1,56,4323,64
7618,29087-2020,4035,22,55,14,1,59,4121,65
7619,29087-2021,4063,30,54,14,1,64,4156,70
7622,29089-2019,9115,516,85,31,8,227,9807,175
7623,29089-2020,9281,501,88,34,8,232,9953,191
7624,29089-2021,9311,496,88,36,8,229,9953,215
7627,29091-2019,38519,229,314,287,27,708,39170,914
7628,29091-2020,38123,236,342,301,28,720,38798,952
7629,29091-2021,38296,245,351,307,30,746,39008,967
7632,29093-2019,9733,149,86,13,0,171,9965,187
7633,29093-2020,9077,162,89,14,0,173,9336,179
7634,29093-2021,8957,161,88,16,0,186,9225,183
7637,29095-2019,492875,167779,4437,13922,2219,23118,638780,65570
7638,29095-2020,503034,168835,4574,14370,2242,24188,649188,68055
7639,29095-2021,502877,167913,4531,14393,2233,24915,647051,69811
7642,29097-2019,109791,2814,2342,1545,700,4036,110928,10300
7643,29097-2020,111114,2854,2388,1550,691,4169,112226,10540
7644,29097-2021,111235,2902,2428,1566,707,4317,112306,10849
7647,29099-2019,216230,2663,773,1823,82,3831,220726,4676
7648,29099-2020,217566,2705,798,1877,92,3891,222005,4924
7649,29099-2021,217847,2978,783,1964,94,4105,222554,5217
7652,29101-2019,48402,2696,392,992,177,1528,51510,2677
7653,29101-2020,48221,2663,399,974,176,1569,51256,2746
7654,29101-2021,48327,2628,401,960,181,1653,51313,2837
7657,29103-2019,3829,23,20,18,0,67,3905,52
7658,29103-2020,3601,27,20,18,0,66,3687,45
7659,29103-2021,3658,31,24,19,0,76,3756,52
7662,29105-2019,34244,328,276,224,27,770,34930,939
7663,29105-2020,34278,353,276,230,31,856,35059,965
7664,29105-2021,34329,368,279,246,36,875,35117,1016
7667,29107-2019,30857,701,207,187,57,765,31704,1070
7668,29107-2020,31017,720,230,197,59,778,31858,1143
7669,29107-2021,30789,736,234,207,66,785,31679,1138
7672,29109-2019,36514,244,465,224,40,801,35274,3014
7673,29109-2020,36143,244,460,242,44,830,34881,3082
7674,29109-2021,36368,269,486,280,48,870,35081,3240
7677,29111-2019,9210,311,50,43,8,165,9597,190
7678,29111-2020,9459,298,51,46,7,170,9840,191
7679,29111-2021,9423,308,53,47,7,162,9804,196
7682,29113-2019,56155,1176,254,295,37,1123,57478,1562
7683,29113-2020,56804,1229,264,298,39,1195,58274,1555
7684,29113-2021,58411,1280,289,307,43,1256,59929,1657
7687,29115-2019,11524,112,42,31,6,191,11578,328
7688,29115-2020,11476,110,47,29,6,181,11523,326
7689,29115-2021,11442,118,47,29,5,202,11491,352
7692,29117-2019,14038,503,79,122,3,237,14675,307
7693,29117-2020,13681,431,75,115,6,254,14268,294
7694,29117-2021,13851,446,78,120,6,254,14445,310
7697,29119-2019,19787,485,732,374,678,856,20302,2610
7698,29119-2020,20070,505,701,395,729,885,20643,2642
7699,29119-2021,20107,529,717,390,736,904,20619,2764
7702,29121-2019,14284,372,48,120,9,278,14853,258
7703,29121-2020,14316,399,55,126,9,277,14938,244
7704,29121-2021,14316,396,53,134,10,274,14931,252
7707,29123-2019,11691,70,63,131,6,157,11834,284
7708,29123-2020,12152,74,66,126,6,176,12301,299
7709,29123-2021,12172,81,72,123,6,198,12351,301
7712,29125-2019,8444,63,64,32,3,145,8619,132
7713,29125-2020,8102,70,71,29,3,152,8286,141
7714,29125-2021,8077,74,73,31,3,148,8271,135
7717,29127-2019,26127,1390,70,194,27,735,27998,545
7718,29127-2020,26043,1369,67,196,27,768,27913,557
7719,29127-2021,26055,1398,70,201,25,769,27950,568
7722,29129-2019,3510,16,21,27,1,44,3515,104
7723,29129-2020,3406,15,21,27,1,45,3409,106
7724,29129-2021,3360,27,20,28,1,52,3380,108
7727,29131-2019,24663,192,152,121,51,428,25067,540
7728,29131-2020,23782,191,165,121,51,423,24231,502
7729,29131-2021,23914,210,171,125,53,436,24371,538
7732,29133-2019,9639,3290,50,45,2,182,12878,330
7733,29133-2020,9192,3059,52,42,2,190,12227,310
7734,29133-2021,9140,3085,57,40,2,214,12224,314
7737,29135-2019,14864,557,65,69,12,249,14981,835
7738,29135-2020,14571,470,71,74,14,264,14627,837
7739,29135-2021,14560,488,76,72,13,275,14608,876
7742,29137-2019,8114,252,45,34,2,180,8482,145
7743,29137-2020,8151,250,46,38,3,178,8528,138
7744,29137-2021,8180,248,46,34,3,201,8560,152
7747,29139-2019,10963,215,33,56,6,199,11225,247
7748,29139-2020,10739,213,36,58,6,210,10992,270
7749,29139-2021,10879,212,40,67,7,210,11139,276
7752,29141-2019,19867,183,177,98,9,386,20220,500
7753,29141-2020,20123,179,170,103,9,413,20495,502
7754,29141-2021,20458,180,169,107,10,455,20837,542
7757,29143-2019,13863,2715,57,68,10,339,16697,355
7758,29143-2020,13252,2600,52,73,9,343,15989,340
7759,29143-2021,12955,2603,55,66,9,347,15699,336
7762,29145-2019,52710,596,1534,874,687,1928,55047,3282
7763,29145-2020,52769,635,1576,876,739,2018,55251,3362
7764,29145-2021,53375,689,1553,943,771,2055,55820,3566
7767,29147-2019,20764,653,87,340,4,241,21697,392
7768,29147-2020,19972,587,85,320,4,250,20838,380
7769,29147-2021,19903,587,92,319,4,255,20752,408
7772,29149-2019,10044,40,153,37,10,233,10321,196
7773,29149-2020,8193,37,131,35,9,212,8462,155
7774,29149-2021,8192,39,137,36,10,217,8447,184
7777,29151-2019,13363,60,52,24,13,109,13497,124
7778,29151-2020,12988,65,60,23,12,101,13119,130
7779,29151-2021,13112,64,61,22,15,105,13230,149
7782,29153-2019,8842,19,94,20,0,180,8976,179
7783,29153-2020,8206,22,93,21,0,172,8358,156
7784,29153-2021,8451,32,95,24,0,180,8602,180
7787,29155-2019,11173,4161,82,78,14,356,15423,441
7788,29155-2020,10960,4086,84,78,12,365,15129,456
7789,29155-2021,10757,3946,92,75,12,354,14756,480
7792,29157-2019,18499,135,100,193,23,214,18719,445
7793,29157-2020,18306,137,97,199,23,198,18529,431
7794,29157-2021,18224,135,110,204,23,226,18450,472
7797,29159-2019,38919,1463,407,358,159,1111,38634,3783
7798,29159-2020,39393,1474,383,361,163,1177,38997,3954
7799,29159-2021,39543,1494,367,388,193,1203,39190,3998
7802,29161-2019,40483,963,376,1640,44,1087,43327,1266
7803,29161-2020,40428,1006,386,1544,42,1111,43270,1247
7804,29161-2021,40703,1093,400,1553,45,1143,43615,1322
7807,29163-2019,16129,1145,49,66,5,284,17278,400
7808,29163-2020,16140,1059,46,68,5,295,17205,408
7809,29163-2021,16195,1097,48,73,5,343,17337,424
7812,29165-2019,89681,7965,604,3115,574,2787,97989,6737
7813,29165-2020,91382,8431,609,3131,596,2951,100020,7080
7814,29165-2021,92101,8899,666,3193,631,3079,101189,7380
7817,29167-2019,30779,314,249,272,10,604,31399,829
7818,29167-2020,30095,317,270,283,12,600,30734,843
7819,29167-2021,30498,322,290,289,12,632,31151,892
7822,29169-2019,41171,6475,637,1630,333,2388,46504,6130
7823,29169-2020,42187,6591,636,1716,380,2454,47652,6312
7824,29169-2021,42051,6501,620,1697,391,2556,47490,6326
7827,29171-2019,4580,12,11,25,1,59,4571,117
7828,29171-2020,4555,14,11,24,1,71,4550,126
7829,29171-2021,4575,17,11,26,2,81,4579,133
7832,29173-2019,9915,141,26,28,15,167,10149,143
7833,29173-2020,9982,137,25,35,15,157,10203,148
7834,29173-2021,9980,141,30,36,15,159,10219,142
7837,29175-2019,22428,1459,145,171,9,627,24291,548
7838,29175-2020,22273,1421,142,163,9,628,24116,520
7839,29175-2021,22355,1433,152,162,9,649,24211,549
7842,29177-2019,21984,339,159,86,30,426,22408,616
7843,29177-2020,22053,356,156,87,30,418,22486,614
7844,29177-2021,21958,345,156,89,27,433,22381,627
7847,29179-2019,5964,73,69,12,1,169,6185,103
7848,29179-2020,5755,68,79,12,1,163,5971,107
7849,29179-2021,5752,69,87,13,1,165,5976,111
7852,29181-2019,12852,74,139,41,4,233,13143,200
7853,29181-2020,10239,68,116,36,4,217,10518,162
7854,29181-2021,10157,72,122,39,5,222,10441,176
7857,29183-2019,359815,21169,920,11032,245,8444,387858,13767
7858,29183-2020,363049,21761,983,11436,251,8778,391838,14420
7859,29183-2021,364611,23064,1009,11972,265,9060,395142,14839
7862,29185-2019,9106,68,80,34,2,160,9233,217
7863,29185-2020,8996,67,78,32,1,166,9126,214
7864,29185-2021,9018,75,79,38,1,165,9174,202
7867,29186-2019,17363,149,59,50,116,220,17738,219
7868,29186-2020,17870,155,61,53,117,220,18262,214
7869,29186-2021,17984,153,58,54,116,223,18379,209
7872,29187-2019,62358,3012,286,299,39,948,65845,1097
7873,29187-2020,62481,2863,294,297,34,931,65787,1113
7874,29187-2021,62947,2989,308,301,37,959,66334,1207
7877,29189-2019,675116,248482,2152,46844,215,22658,965546,29921
7878,29189-2020,678911,249908,2148,48193,148,23530,971831,31007
7879,29189-2021,672418,249885,2134,48612,181,23957,965779,31408
7882,29195-2019,20251,1270,211,242,295,558,20308,2519
7883,29195-2020,20645,1292,213,257,328,584,20683,2636
7884,29195-2021,20517,1269,228,262,375,638,20603,2686
7887,29197-2019,4541,7,16,15,0,53,4558,74
7888,29197-2020,3913,10,10,14,0,60,3948,59
7889,29197-2021,3927,12,10,13,0,63,3966,59
7892,29199-2019,4847,5,17,11,0,56,4881,55
7893,29199-2020,4611,3,18,11,0,55,4649,49
7894,29199-2021,4603,3,18,12,0,57,4636,57
7897,29201-2019,32680,4605,169,180,19,763,37458,958
7898,29201-2020,32290,4591,166,172,16,774,36994,1015
7899,29201-2021,32097,4607,183,174,21,758,36818,1022
7902,29203-2019,7799,43,111,21,1,202,8015,162
7903,29203-2020,6682,40,104,22,1,192,6900,141
7904,29203-2021,6740,46,102,24,1,193,6943,163
7907,29205-2019,5745,53,25,14,0,86,5788,135
7908,29205-2020,5909,62,22,14,0,94,5953,148
7909,29205-2021,5774,69,22,14,0,97,5826,150
7912,29207-2019,28141,364,144,105,9,333,28566,530
7913,29207-2020,27640,382,152,113,9,356,28130,522
7914,29207-2021,27411,409,157,118,9,375,27906,573
7917,29209-2019,30894,132,288,134,37,517,31258,744
7918,29209-2020,29992,136,288,144,39,576,30439,736
7919,29209-2021,30322,157,294,172,39,564,30737,811
7922,29211-2019,5641,202,88,41,24,65,4937,1124
7923,29211-2020,5563,188,98,38,24,65,4859,1117
7924,29211-2021,5497,184,110,42,25,76,4831,1103
7927,29213-2019,52453,996,631,634,69,1274,52510,3547
7928,29213-2020,52282,1050,666,633,67,1322,52404,3616
7929,29213-2021,52609,1057,652,667,74,1328,52745,3642
7932,29215-2019,23615,931,227,97,15,498,24805,578
7933,29215-2020,22759,831,225,81,16,501,23859,554
7934,29215-2021,23202,891,240,102,18,534,24382,605
7937,29217-2019,19767,192,162,136,12,385,20174,480
7938,29217-2020,18790,179,146,133,11,383,19167,475
7939,29217-2021,18700,195,160,124,11,405,19081,514
7942,29219-2019,33752,816,212,171,16,749,34454,1262
7943,29219-2020,33776,836,196,156,18,725,34431,1276
7944,29219-2021,34469,901,200,164,19,765,35145,1373
7947,29221-2019,23510,636,128,76,9,384,24365,378
7948,29221-2020,22339,570,122,77,8,383,23133,366
7949,29221-2021,22300,602,125,85,8,382,23129,373
7952,29223-2019,12392,115,76,36,5,280,12668,236
7953,29223-2020,10452,100,64,38,5,254,10704,209
7954,29223-2021,10442,102,72,37,5,256,10709,205
7957,29225-2019,37926,484,326,142,14,752,38790,854
7958,29225-2020,37480,402,331,147,13,795,38267,901
7959,29225-2021,37996,435,343,149,17,795,38791,944
7962,29227-2019,1935,19,7,4,0,24,1951,38
7963,29227-2020,1911,18,7,5,0,21,1923,39
7964,29227-2021,1933,19,7,5,0,19,1945,38
7967,29229-2019,17707,115,136,77,15,279,17917,412
7968,29229-2020,17542,121,140,77,14,286,17749,431
7969,29229-2021,17884,142,148,97,15,324,18126,484
7972,29510-2019,144526,136719,862,10653,145,7982,288185,12702
7973,29510-2020,146465,134406,870,10580,138,8069,287456,13072
7974,29510-2021,144055,129905,863,10412,145,7930,280281,13029
7977,30001-2019,8934,42,188,51,52,207,8987,487
7978,30001-2020,8806,45,199,56,54,212,8848,524
7979,30001-2021,8945,49,198,55,54,223,8996,528
7982,30003-2019,3828,49,8852,88,3,428,12460,788
7983,30003-2020,3716,63,8737,92,3,440,12255,796
7984,30003-2021,3685,61,8643,103,4,461,12151,806
7987,30005-2019,3050,25,3419,14,1,195,6462,242
7988,30005-2020,3146,30,3619,17,1,189,6741,261
7989,30005-2021,3137,35,3595,18,1,194,6710,270
7992,30007-2019,5943,36,91,19,7,107,6029,174
7993,30007-2020,6534,50,105,22,9,126,6613,233
7994,30007-2021,6934,57,118,31,8,140,7042,246
7997,30009-2019,10274,73,142,36,5,173,10435,268
7998,30009-2020,10040,82,162,44,11,173,10227,285
7999,30009-2021,10357,85,170,52,8,175,10518,329
8002,30011-2019,1205,3,13,1,0,23,1229,16
8003,30011-2020,1370,5,12,1,0,25,1394,19
8004,30011-2021,1375,5,15,1,0,32,1407,21
8007,30013-2019,71973,1358,3841,857,101,3263,77486,3907
8008,30013-2020,74431,1382,4098,909,92,3416,80094,4234
8009,30013-2021,74401,1384,4165,955,105,3501,80111,4400
8012,30015-2019,4501,13,1040,25,5,97,5525,156
8013,30015-2020,4625,12,1113,27,4,118,5727,172
8014,30015-2021,4651,12,1096,28,4,125,5739,177
8017,30017-2019,10696,67,254,84,10,250,10947,414
8018,30017-2020,11114,89,291,96,9,260,11419,440
8019,30017-2021,11127,99,309,88,7,286,11476,440
8022,30019-2019,1549,7,46,3,0,41,1593,53
8023,30019-2020,1552,6,55,3,0,42,1597,61
8024,30019-2021,1580,6,54,3,0,43,1614,72
8027,30021-2019,8169,39,200,58,3,169,8381,257
8028,30021-2020,8428,52,205,57,4,176,8629,293
8029,30021-2021,8392,61,218,53,4,176,8587,317
8032,30023-2019,8512,45,357,45,8,240,8868,339
8033,30023-2020,8672,50,388,48,10,245,9046,367
8034,30023-2021,8730,48,389,52,10,262,9092,399
8037,30025-2019,2771,5,28,22,5,47,2830,48
8038,30025-2020,2924,9,29,23,5,43,2983,50
8039,30025-2021,2905,9,30,23,5,45,2966,51
8042,30027-2019,10522,39,198,71,0,202,10797,235
8043,30027-2020,10905,46,201,79,0,226,11223,234
8044,30027-2021,11042,53,202,82,1,237,11370,247
8047,30029-2019,98755,313,1321,867,90,2534,100680,3200
8048,30029-2020,99455,350,1371,913,99,2585,101425,3348
8049,30029-2021,102821,368,1438,1003,99,2725,104801,3653
8052,30031-2019,108375,563,1139,1921,100,2374,109886,4586
8053,30031-2020,113116,564,1228,1994,106,2494,114475,5027
8054,30031-2021,116002,601,1265,2116,110,2619,117249,5464
8057,30033-2019,1252,5,6,1,0,8,1263,9
8058,30033-2020,1150,5,6,1,0,10,1162,10
8059,30033-2021,1179,6,10,1,0,13,1196,13
8062,30035-2019,4309,43,8886,47,3,413,13228,473
8063,30035-2020,4239,42,8967,50,3,446,13258,489
8064,30035-2021,4306,48,8909,51,3,468,13260,525
8067,30037-2019,770,7,18,5,0,27,787,40
8068,30037-2020,761,6,20,5,2,26,779,41
8069,30037-2021,774,6,19,6,2,24,789,42
8072,30039-2019,3206,18,30,14,1,66,3256,79
8073,30039-2020,3154,19,34,17,1,83,3228,80
8074,30039-2021,3199,18,34,18,1,74,3264,80
8077,30041-2019,11678,86,4051,94,9,576,15840,654
8078,30041-2020,11366,89,4067,105,9,614,15601,649
8079,30041-2021,11321,96,4057,115,9,581,15513,666
8082,30043-2019,11578,53,227,62,12,279,11861,350
8083,30043-2020,11423,59,245,72,12,322,11779,354
8084,30043-2021,11730,67,248,74,14,337,12099,371
8087,30045-2019,1961,2,21,8,0,18,1964,46
8088,30045-2020,1965,1,21,13,0,17,1965,52
8089,30045-2021,1990,2,23,11,0,18,1985,59
8092,30047-2019,20597,155,7456,221,46,2111,29215,1371
8093,30047-2020,21025,154,7646,222,44,2168,29830,1429
8094,30047-2021,21624,174,7737,241,49,2208,30533,1500
8097,30049-2019,65259,341,1534,552,64,1828,67100,2478
8098,30049-2020,66674,352,1569,566,61,1871,68502,2591
8099,30049-2021,67691,394,1569,584,62,1923,69492,2731
8102,30051-2019,2300,12,21,4,1,48,2368,18
8103,30051-2020,1871,11,21,4,1,52,1944,16
8104,30051-2021,1863,9,22,5,1,46,1928,18
8107,30053-2019,19061,90,255,89,25,579,19416,683
8108,30053-2020,18673,100,258,89,23,588,19044,687
8109,30053-2021,19405,112,264,94,23,627,19811,714
8112,30055-2019,1576,12,21,6,0,34,1617,32
8113,30055-2020,1659,12,20,6,0,36,1702,31
8114,30055-2021,1645,12,18,6,0,37,1685,33
8117,30057-2019,8432,35,68,51,4,159,8376,373
8118,30057-2020,8312,43,76,47,4,175,8267,390
8119,30057-2021,8559,54,75,46,8,175,8498,419
8122,30059-2019,1781,10,13,8,0,29,1804,37
8123,30059-2020,1866,10,13,7,0,29,1887,38
8124,30059-2021,1901,11,16,7,0,29,1923,41
8127,30061-2019,4164,24,85,30,1,118,4284,138
8128,30061-2020,4275,25,92,30,1,142,4424,141
8129,30061-2021,4547,26,96,39,1,151,4696,164
8132,30063-2019,110032,602,3238,2327,119,3748,115890,4176
8133,30063-2020,108067,632,3304,2305,127,3803,113883,4355
8134,30063-2021,109180,672,3317,2321,128,3915,115030,4503
8137,30065-2019,4302,37,96,62,2,127,4450,176
8138,30065-2020,4425,35,98,65,2,122,4553,194
8139,30065-2021,4558,41,100,68,3,126,4693,203
8142,30067-2019,15910,66,193,79,8,356,16078,534
8143,30067-2020,16453,72,221,83,11,353,16630,563
8144,30067-2021,16684,80,215,89,11,394,16854,619
8147,30069-2019,481,0,5,0,0,11,486,11
8148,30069-2020,484,1,6,0,0,7,484,14
8149,30069-2021,502,1,10,0,0,6,506,13
8152,30071-2019,3391,9,373,12,1,169,3809,146
8153,30071-2020,3591,11,401,13,0,174,4042,148
8154,30071-2021,3590,10,398,13,0,181,4035,157
8157,30073-2019,4820,20,841,28,3,146,5726,132
8158,30073-2020,4809,23,863,30,5,152,5746,136
8159,30073-2021,4934,28,837,32,5,158,5833,161
8162,30075-2019,1602,2,32,2,0,50,1648,40
8163,30075-2020,1608,2,35,2,0,46,1651,42
8164,30075-2021,1621,2,35,2,0,42,1648,54
8167,30077-2019,6241,87,366,33,4,123,6655,199
8168,30077-2020,6302,86,385,31,4,126,6726,208
8169,30077-2021,6312,85,427,31,4,140,6776,223
8172,30079-2019,998,4,16,9,0,37,1011,53
8173,30079-2020,1010,4,14,9,0,39,1018,58
8174,30079-2021,1014,5,14,9,0,49,1044,47
8177,30081-2019,42208,178,530,309,47,877,42572,1577
8178,30081-2020,42359,182,534,325,41,910,42759,1592
8179,30081-2021,43774,207,541,347,42,1048,44148,1811
8182,30083-2019,10227,62,283,61,5,305,10332,611
8183,30083-2020,10751,78,287,67,5,313,10851,650
8184,30083-2021,10515,83,302,67,7,309,10654,629
8187,30085-2019,3828,43,6697,58,3,398,10642,385
8188,30085-2020,3666,44,6606,58,6,400,10394,386
8189,30085-2021,3643,47,6635,63,6,427,10401,420
8192,30087-2019,5012,32,3533,126,4,248,8519,436
8193,30087-2020,4578,28,3302,148,4,238,7883,415
8194,30087-2021,4452,28,3258,145,4,237,7719,405
8197,30089-2019,11030,38,491,56,6,325,11546,400
8198,30089-2020,11506,39,498,56,3,349,12031,420
8199,30089-2021,11966,44,498,68,5,378,12480,479
